codigo_produto,descricaoproduto,codigo_familia,preco_venda_unitario,custo_produto_unitario
2490302,Versatile Food Navy #520,ROHO,1081.1,643.51
2494700,High-Quality Automotive Parts and Accessories Maroon #206,CPOC,82.6,38.09
2506700,Modern Earrings Green #461,60  ,29.2,16.16
2514900,Modern Movies Purple #250,HBE ,35.4,20.24
2515900,Eco-Friendly Movies Gray #681,HBE ,49.8,28.45
2516600,Beautiful Home Appliances Navy #637,26  ,365,168.08
2518701,Versatile Health and Wellness Red #277,22  ,268.8,136.84
2519303,Delicious Security Cyan #759,CSA ,266,151.75
2519400,Useful Security Orange #866,CSA ,121,69.02
2519401,Delicious Security Brown #451,CSA ,121,69.02
2522605,Modern Bracelets Navy #176,27  ,442.5,198.38
2522606,Sustainable Bracelets Orange #72,27  ,442.5,160.41
2526200,Long-Lasting Personal Care Maroon #651,19  ,158.6,82.26
2531500,Sustainable Productivity Olive #233,ALD ,109.9,70.73
2532100,Modern Hobbies Blue #521,1   ,319,162.15
2532200,Modern Hobbies Lime #195,1   ,279.9,177.02
2532600,High-Quality Bracelets Brown #813,27  ,319,137.28
2535700,Innovative Hand Tools Orange #881,FXA ,138,72.48
2535701,Luxurious Hand Tools Purple #149,FXA ,159,83.64
2535702,Modern Hand Tools Gold #986,FXA ,122,63.74
2538100,Useful Streaming Services Maroon #810,MCT ,209.9,120.43
2542100,Practical Furniture Yellow #545,63  ,45.8,21.7
2547600,Beautiful Home Appliances Cyan #563,26  ,149,68.46
2552500,Stylish Womens Watches Olive #693,CBE ,761,447.42
2552600,Practical Entertainment Maroon #775,33  ,341,189.01
2552700,Versatile Entertainment Orange #221,33  ,647,359.01
2555400,Beautiful Hand Tools Navy #103,FXA ,223.5,117.52
2555402,Delicious Hand Tools Purple #499,FXA ,145,76.1
2560900,Innovative Hobbies Gold #773,1   ,794,457.39
2561800,Durable Kitchen Appliances Silver #205,DLN ,39.9,19.27
2563100,Luxurious Power Tools Gold #491,MCV ,197.8,88.74
2563102,Luxurious Power Tools Blue #640,MCV ,197.8,88.74
2563104,Fun Power Tools Lime #684,MCV ,197.8,88.74
2563105,Beautiful Power Tools Lime #113,MCV ,197.8,88.74
2563107,Innovative Power Tools Black #399,MCV ,197.8,88.74
2563110,Fun Power Tools Cyan #390,MCV ,197.8,88.74
2563900,Practical Books Magenta #335,03  ,89.9,43.5
2564100,Powerful Books Blue #289,03  ,124,59.99
2565100,Sophisticated Streaming Services Gray #676,MCT ,215,96.41
2565101,Eco-Friendly Streaming Services Red #556,MCT ,215,96.42
2565102,Modern Streaming Services Silver #703,MCT ,215,89.37
2565104,Comfortable Streaming Services Magenta #766,MCT ,215,75.74
2567600,Comfortable Streaming Services Teal #985,MCT ,269,148.75
2570800,Eco-Friendly Earrings Purple #769,60  ,61.8,13.07
2571901,Long-Lasting Musical Instruments Magenta #317,OTMO,257.8,143.2
2572200,Durable Musical Instruments White #284,OTMO,384.4,213.52
2572815,Elegant Flooring Orange #143,CSF ,299.9,125.72
2579500,Long-Lasting Rings Orange #740,OJP ,228,120
2579501,Sophisticated Rings Pink #627,OJP ,228,120
2579502,Stylish Rings Red #523,OJP ,228,120
2579503,Sustainable Rings Magenta #809,OJP ,228,120
2579505,Eco-Friendly Rings Black #179,OJP ,228,120
2580301,Modern Musical Instruments Yellow #827,OTMO,252,140
2580302,Sustainable Musical Instruments Silver #24,OTMO,252,140
2580303,Versatile Musical Instruments Pink #147,OTMO,252,140
2580403,Beautiful Musical Instruments Green #724,OTMO,249.9,173.81
2585700,Versatile Books Olive #877,DESA,22,12.14
2586302,High-Quality Bracelets Silver #758,27  ,302,135.34
2586303,Modern Bracelets Gold #636,27  ,302,135.34
2586401,Useful Bracelets Blue #724,27  ,403,180.56
2586402,Delicious Bracelets Gold #705,27  ,403,180.56
2586403,Comfortable Bracelets Orange #321,27  ,403,180.56
2592900,Long-Lasting Bracelets Navy #602,27  ,209.9,123.26
2593302,High-Quality Streaming Services Maroon #853,MCT ,109,48.62
2593303,Sustainable Streaming Services Gray #280,MCT ,96.9,59.02
2593700,Delicious Cleaning Supplies Gold #68,MSH ,308,134.33
2594300,Durable Home Appliances Maroon #455,26  ,133,61.04
2597001,Useful Software Olive #285,OCJP,1756,911.6
2598103,Long-Lasting Consoles Brown #848,CTR ,19,9
2607600,Eco-Friendly Home Appliances Olive #484,26  ,152,69.63
2622900,Comfortable Marine Supplies Pink #307,35  ,189.9,95.79
2627900,Durable Automotive Parts and Accessories Purple #17,CPOC,78.3,32.61
2628101,Long-Lasting Bracelets Gold #575,27  ,253.5,108.03
2628103,Delicious Bracelets Purple #866,27  ,253.5,109.95
2628105,High-Quality Bracelets Gray #535,27  ,253.5,113.76
2628203,Durable Bracelets Navy #589,27  ,135.9,83.16
2628302,Delicious Bracelets Cyan #479,27  ,342.95,153.86
2634900,Versatile Furniture Red #938,63  ,112.5,46.68
2637500,Comfortable Cleaning Supplies Silver #110,MSH ,569.9,370.65
2637901,Modern Bracelets Lime #624,27  ,239,103.22
2638200,Versatile Security Yellow #581,CSA ,150.5,86
2638204,Eco-Friendly Security Black #116,CSA ,150.5,86
2639500,Sustainable Bracelets Navy #121,27  ,299.9,197.69
2639501,Elegant Bracelets Navy #784,27  ,299.9,162.82
2639502,Powerful Bracelets Maroon #819,27  ,299.9,158.47
2639503,Powerful Bracelets Black #742,27  ,199.9,111.69
2639601,Practical Bracelets Gold #611,27  ,219.9,149.7
2639701,High-Quality Streaming Services Green #768,MCT ,184.9,110.1
2639703,Sustainable Streaming Services Teal #429,MCT ,109.9,62.2
2641808,Sustainable Flooring Navy #281,CSF ,461.4,196.37
2641822,Stylish Flooring Red #783,CSF ,461.4,196.37
2641850,Useful Flooring Brown #104,CSF ,461.4,196.37
2641851,Sophisticated Flooring Orange #397,CSF ,461.4,196.37
2641852,Comfortable Flooring Orange #969,CSF ,461.4,196.37
2644232,Powerful Flooring Green #803,CSF ,329.9,209.45
2644233,High-Quality Flooring Gold #77,CSF ,329.9,209.45
2644603,Modern Musical Instruments Gold #272,CS  ,449.9,218.19
2644608,Practical Musical Instruments Lime #403,CS  ,359.9,231.27
2644611,Practical Musical Instruments Yellow #482,CS  ,359.9,231.27
2644612,Useful Musical Instruments White #831,CS  ,359.9,231.27
2644638,Beautiful Musical Instruments Olive #459,CS  ,389.9,218.19
2644640,Beautiful Musical Instruments Black #115,CS  ,389.9,218.19
2644700,Useful Musical Instruments Magenta #642,CS  ,339.9,218.19
2644702,Durable Musical Instruments Brown #775,CS  ,339.9,218.19
2644704,Innovative Musical Instruments Gold #476,CS  ,339.9,218.19
2644715,Modern Musical Instruments Black #176,CS  ,339.9,218.19
2644716,Durable Musical Instruments White #725,CS  ,339.9,218.19
2644717,High-Quality Musical Instruments Pink #624,CS  ,339.9,218.19
2644718,Delicious Musical Instruments Maroon #395,CS  ,339.9,218.19
2644719,Useful Musical Instruments White #585,CS  ,339.9,218.19
2646100,Luxurious Necklaces Cyan #401,190 ,99.9,64.06
2648000,Delicious Automotive Parts and Accessories Magenta #275,CPOC,47.3,18
2671100,Luxurious Vehicle Accessories Black #43,FR  ,26.9,16.6
2672600,Modern Bracelets Green #849,27  ,406.8,182.51
2672601,High-Quality Bracelets Green #92,27  ,406.8,186.77
2672602,Modern Bracelets Navy #277,27  ,406.8,196.24
2672603,Stylish Bracelets Orange #353,27  ,457.1,205.04
2686500,Luxurious Automotive Parts and Accessories Gray #98,CPOC,64.9,38.3
2706400,Sophisticated Movies White #479,HBE ,14.7,6.24
2706401,Sophisticated Movies Orange #863,HBE ,14.7,6.24
2709700,Luxurious Jewelry Pink #796,AL  ,273,118.94
2716200,Powerful Ebooks Gold #567,CRS ,999.9,683.11
2716202,Luxurious Ebooks Gold #63,CRS ,999.9,653.32
2716203,Eco-Friendly Ebooks Red #689,CRS ,999.9,745.5
2719000,High-Quality Building Materials Red #820,OPP ,248,117.73
2719100,Long-Lasting Building Materials Blue #313,OPP ,248,117.73
2719200,Long-Lasting Building Materials Teal #932,OPP ,149,80.26
2719400,Practical Building Materials Teal #612,OPP ,217,117.2
2719501,Elegant Building Materials Purple #485,OPP ,381,205.59
2719800,High-Quality Building Materials Teal #409,OPP ,298,160.9
2723600,High-Quality Earrings Cyan #939,60  ,1.65,0.48
2725700,Innovative Vehicle Accessories Cyan #123,FR  ,93.5,51.73
2728000,Versatile Entertainment Yellow #314,33  ,409,226.97
2737113,High-Quality Tools Black #202,CSFB,563.9,240
2737115,Useful Tools Red #566,CSFB,563.9,240
2737117,Eco-Friendly Tools Lime #767,CSFB,563.9,240
2737118,Long-Lasting Tools White #844,CSFB,563.9,240
2737119,High-Quality Tools Teal #958,CSFB,563.9,240
2737120,Useful Tools Orange #906,CSFB,563.9,240
2737122,Practical Tools White #438,CSFB,563.9,240
2737123,Practical Tools Magenta #516,CSFB,563.9,240
2737124,Comfortable Tools Gold #876,CSFB,563.9,240
2737127,Versatile Tools Olive #370,CSFB,563.9,240
2737129,Sustainable Tools Blue #232,CSFB,563.9,240
2737425,Useful Musical Instruments Lime #970,CS  ,399.9,167.62
2737427,Eco-Friendly Musical Instruments Magenta #719,CS  ,399.9,167.62
2738612,Useful Musical Instruments Purple #728,CS  ,306.9,130.91
2740000,Fun Arts and Crafts White #201,DET ,55.2,28.6
2740400,Delicious Kitchenware Gray #79,ALE ,643,357.01
2741200,Long-Lasting Mens Watches White #619,74  ,26.8,12.01
2741201,Beautiful Mens Watches Maroon #428,74  ,20.7,9.4
2746404,Stylish Kitchen Appliances Purple #956,DLN ,35.9,14.6
2746500,Useful Streaming Services Brown #820,MCT ,164.7,72.36
2746501,Beautiful Streaming Services Maroon #993,MCT ,164.7,67.07
2746505,Useful Streaming Services Blue #129,MCT ,164.7,67.07
2746506,Durable Streaming Services Yellow #288,MCT ,164.7,67.08
2746507,Sophisticated Streaming Services Red #305,MCT ,164.7,72.36
2746508,Fun Streaming Services Orange #436,MCT ,164.7,72.36
2746509,Comfortable Streaming Services Purple #869,MCT ,164.7,72.36
2746511,Sophisticated Streaming Services Cyan #558,MCT ,164.7,72.36
2751500,Modern Earrings Green #144,60  ,23.1,9.84
2752005,High-Quality Rings Gold #386,OJP ,399.9,0
2760201,High-Quality Musical Instruments Pink #715,OTMO,405,224.96
2760202,Powerful Musical Instruments Red #889,OTMO,405,224.96
2762000,Sustainable Home Appliances Magenta #55,26  ,151,69.47
2770400,Stylish Arts and Crafts Purple #928,DET ,30.6,17.16
2772006,Versatile Rings White #664,OJP ,481.2,253.23
2773000,Practical Automotive Parts and Accessories Teal #304,CPOC,27.4,12.82
2777100,Beautiful Home Appliances Orange #502,26  ,207,95.35
2780531,Comfortable Flooring Maroon #626,CSF ,309.9,146.67
2780532,Eco-Friendly Flooring Silver #294,CSF ,309.9,146.67
2780534,Durable Flooring Magenta #275,CSF ,309.9,146.67
2780600,Luxurious Flooring Silver #460,CSF ,199.9,125.72
2780601,Sustainable Flooring Purple #930,CSF ,199.9,125.72
2780604,Sophisticated Flooring Teal #384,CSF ,199.9,125.72
2780614,Practical Flooring White #446,CSF ,199.9,125.72
2780615,High-Quality Flooring Purple #541,CSF ,199.9,125.72
2780617,Comfortable Flooring Pink #320,CSF ,199.9,117.34
2780619,Stylish Flooring Pink #889,CSF ,239.9,125.72
2780621,Stylish Flooring Pink #362,CSF ,239.9,117.34
2780624,Sustainable Flooring Red #784,CSF ,189.9,96.39
2780627,Delicious Flooring Yellow #414,CSF ,189.9,117.34
2780628,Versatile Flooring Purple #314,CSF ,189.9,117.34
2780629,Durable Flooring Red #885,CSF ,189.9,117.34
2780635,Long-Lasting Flooring Olive #808,CSF ,239.9,125.72
2780639,Long-Lasting Flooring Cyan #972,CSF ,239.9,110
2780640,Durable Flooring Yellow #202,CSF ,239.9,110
2780641,Long-Lasting Flooring Gray #339,CSF ,239.9,110
2780701,Modern Flooring Blue #595,CSF ,239.9,146.67
2780703,Eco-Friendly Flooring Black #823,CSF ,239.9,146.67
2780719,Luxurious Flooring Black #681,CSF ,299.9,128.33
2780721,Durable Flooring Olive #749,CSF ,299.9,146.67
2780723,Innovative Flooring Lime #237,CSF ,299.9,146.67
2780725,Useful Flooring Navy #163,CSF ,249.9,146.67
2780729,Stylish Flooring Orange #351,CSF ,249.9,146.67
2781302,Useful Bracelets Red #620,27  ,434.2,194.78
2781303,Useful Bracelets Silver #622,27  ,452.4,202.96
2783100,Luxurious Musical Instruments Pink #589,CS  ,329.9,138.29
2783105,Delicious Musical Instruments Teal #383,CS  ,329.9,138.29
2783106,Beautiful Musical Instruments Gray #200,CS  ,329.9,138.29
2783108,Modern Musical Instruments Cyan #170,CS  ,329.9,138.29
2783109,Stylish Musical Instruments Orange #681,CS  ,329.9,138.29
2783116,Modern Musical Instruments Green #442,CS  ,329.9,138.29
2783117,Versatile Musical Instruments Gray #365,CS  ,329.9,138.29
2783124,Sophisticated Musical Instruments Cyan #389,CS  ,329.9,138.29
2783126,Comfortable Musical Instruments Orange #873,CS  ,329.9,138.29
2783127,Long-Lasting Musical Instruments Silver #65,CS  ,329.9,138.29
2783202,Delicious Flooring Blue #893,CSF ,563.9,174.55
2783600,Long-Lasting Clothing Maroon #784,CSMC,349.9,108.68
2783603,Useful Clothing Green #221,CSMC,349.9,108.68
2783606,Durable Clothing Maroon #117,CSMC,349.9,108.68
2783631,Beautiful Clothing Gold #462,CSMC,314.9,132
2783638,Powerful Clothing Cyan #828,CSMC,209.9,132
2783640,Versatile Clothing Maroon #401,CSMC,209.9,132
2783725,Luxurious Musical Instruments Red #899,CS  ,219.9,146.67
2783726,Durable Musical Instruments Cyan #559,CS  ,219.9,146.67
2783727,Long-Lasting Musical Instruments White #579,CS  ,219.9,146.67
2784200,Eco-Friendly Flooring Teal #809,CSF ,239.9,125.72
2784205,Sustainable Flooring Lime #473,CSF ,239.9,125.72
2784206,Eco-Friendly Flooring Navy #231,CSF ,209.9,125.72
2784207,Stylish Flooring Gold #754,CSF ,209.9,110
2784208,Versatile Flooring Orange #496,CSF ,209.9,110
2784210,Stylish Flooring Magenta #136,CSF ,209.9,125.72
2784211,Fun Flooring Green #546,CSF ,209.9,125.72
2784212,Versatile Flooring Blue #525,CSF ,189.9,125.72
2784213,Practical Flooring Green #514,CSF ,189.9,125.72
2784214,Useful Flooring Olive #818,CSF ,189.9,125.72
2784216,Long-Lasting Flooring Teal #194,CSF ,189.9,125.72
2784218,Fun Flooring Maroon #437,CSF ,189.9,125.72
2784221,Beautiful Flooring Teal #748,CSF ,189.9,125.72
2784222,Comfortable Flooring Olive #583,CSF ,189.9,125.72
2784224,Fun Flooring Blue #457,CSF ,219.9,125.72
2784226,Beautiful Flooring Navy #225,CSF ,219.9,110
2784233,Long-Lasting Flooring Brown #890,CSF ,210,110
2784234,Comfortable Flooring Green #639,CSF ,210,88
2784235,Sustainable Flooring Silver #240,CSF ,210,88
2784236,Long-Lasting Flooring Silver #589,CSF ,210,88
2784406,Sustainable Musical Instruments Pink #449,CS  ,410.1,174.55
2794900,Beautiful Rings Lime #201,OJP ,379,199.12
2794901,Useful Rings White #190,OJP ,379,199.12
2799600,Powerful Home Appliances Red #870,26  ,155,71.46
2799900,Beautiful Sound Equipment Cyan #858,DFM ,89.2,46.25
2811600,Sustainable Womens Watches White #685,CBE ,2630,1461.05
2819401,Long-Lasting Hobbies Green #35,1   ,329.9,157.16
2820800,Stylish Vehicle Accessories Olive #625,FR  ,34.9,19.52
2821101,Delicious Earrings Gray #379,60  ,56.5,23.44
2821300,Durable Earrings Red #583,60  ,17.8,7.39
2827200,Long-Lasting Cleaning Supplies Gray #780,MSH ,379.9,201.39
2830502,Sustainable Gaming Accessories Orange #510,333 ,1599,988
2830503,Powerful Gaming Accessories Teal #472,333 ,1599,988
2830901,Useful Outdoor Gear Pink #104,CCOF,130,89.9
2830902,Eco-Friendly Outdoor Gear Magenta #386,CCOF,130,76.42
2830907,Innovative Outdoor Gear Blue #390,CCOF,144.3,76.42
2830911,Beautiful Outdoor Gear Navy #588,CCOF,149.9,89.9
2830915,Comfortable Outdoor Gear Blue #76,CCOF,129.9,76.42
2830916,Eco-Friendly Outdoor Gear Navy #211,CCOF,129.9,76.42
2830917,Luxurious Outdoor Gear Purple #638,CCOF,129.9,76.42
2830921,Sophisticated Outdoor Gear Lime #978,CCOF,129.9,76.42
2830922,Versatile Outdoor Gear White #434,CCOF,129.9,76.42
2830926,Practical Outdoor Gear Gray #464,CCOF,152.9,89.9
2830931,Useful Outdoor Gear Pink #162,CCOF,130,89.9
2837900,Long-Lasting Vehicle Accessories Navy #67,FR  ,34.9,19.52
2838400,Practical Vehicle Accessories Olive #297,FR  ,239.2,141.68
2839303,Sophisticated Bracelets Cyan #657,27  ,370,150.96
2840500,Long-Lasting Bracelets Olive #561,27  ,319,121.41
2840804,Modern Bracelets Red #808,27  ,396.3,177.79
2840805,Elegant Bracelets Brown #309,27  ,396.3,177.79
2840807,Innovative Bracelets Green #433,27  ,239.9,150.95
2844400,Powerful Vehicle Accessories Pink #959,FR  ,239.2,141.68
2844500,Modern Vehicle Accessories Maroon #959,FR  ,239.2,141.68
2844600,Luxurious Vehicle Accessories Silver #960,FR  ,263.2,156.16
2846900,Comfortable Bracelets Orange #637,27  ,271,121.41
2846901,Practical Bracelets Black #778,27  ,306,137.28
2846903,Sustainable Bracelets Yellow #395,27  ,351,157.16
2847100,Stylish Bracelets Brown #677,27  ,397,170.68
2847101,Modern Bracelets Maroon #460,27  ,381,170.68
2847102,Durable Bracelets Magenta #928,27  ,397,177.79
2851100,Practical Hand Tools Red #245,FXA ,126.5,62.73
2851102,Comfortable Hand Tools Silver #248,FXA ,153.5,80.67
2851600,Delicious Automotive Repair White #405,BB  ,535,269.9
2852316,Useful Outdoor Gear Pink #363,CCOF,135.9,67.92
2852705,Eco-Friendly Rings Lime #180,OJP ,379,191.52
2854103,Fun Bracelets White #25,27  ,485,217.59
2854104,Luxurious Bracelets Silver #145,27  ,442.5,198.38
2854105,Luxurious Bracelets Magenta #589,27  ,442.5,190.44
2854107,High-Quality Bracelets Black #578,27  ,485,217.59
2856300,Practical Bracelets Purple #212,27  ,207,89.68
2856303,Stylish Bracelets Blue #250,27  ,207,92.5
2856401,High-Quality Bracelets Magenta #447,27  ,336,150.6
2863100,Luxurious Home Appliances Gold #711,26  ,199,91.36
2865301,Stylish Kitchen Appliances Teal #733,DLN ,33.9,13.15
2865302,Elegant Kitchen Appliances Silver #520,DLN ,33.9,14.11
2865401,Comfortable Kitchen Appliances Gold #810,DLN ,39.9,13.65
2865500,Practical Pet Supplies Silver #431,MCAT,131.4,56.95
2865502,Fun Pet Supplies Yellow #759,MCAT,131.4,56.94
2865504,Practical Pet Supplies Maroon #728,MCAT,131.4,56.95
2865602,Luxurious Pet Supplies Navy #133,MCAT,189.8,83.47
2865603,Luxurious Pet Supplies Brown #246,MCAT,189.8,81.45
2865604,High-Quality Pet Supplies Orange #760,MCAT,189.8,67.32
2868312,Sophisticated Beauty Products Blue #73,CAMF,59.9,41.55
2868501,Luxurious Beauty Products Purple #418,CAMF,64.9,37.52
2868502,High-Quality Beauty Products Silver #426,CAMF,64.9,37.52
2868506,Sophisticated Beauty Products Black #582,CAMF,59.9,36.72
2868508,Useful Beauty Products Orange #774,CAMF,59.9,36.72
2868509,Eco-Friendly Beauty Products Gray #292,CAMF,59.9,36.72
2868522,Versatile Beauty Products Teal #813,CAMF,64.9,36.72
2868523,Sophisticated Beauty Products Yellow #675,CAMF,64.9,36.72
2868524,Beautiful Beauty Products Pink #856,CAMF,64.9,36.72
2868528,Practical Beauty Products Orange #496,CAMF,64.9,36.72
2868530,Modern Beauty Products Red #74,CAMF,64.9,36.72
2868531,Long-Lasting Beauty Products Gold #305,CAMF,64.9,36.72
2868532,Innovative Beauty Products Pink #243,CAMF,64.9,36.72
2868533,Practical Beauty Products Blue #275,CAMF,64.9,36.72
2869533,Sustainable Outdoor Gear Black #617,CCOF,144.4,72.17
2871005,Luxurious Flooring White #863,CSF ,479.5,209.45
2871122,Luxurious Flooring Purple #892,CSF ,289.9,253.1
2871214,Fun Flooring Lime #725,CSF ,529.5,231.27
2871215,Eco-Friendly Flooring Maroon #729,CSF ,529.5,231.27
2871216,Comfortable Flooring Cyan #428,CSF ,529.5,231.27
2871218,Practical Flooring Yellow #72,CSF ,529.5,231.27
2871223,Sustainable Flooring Teal #13,CSF ,529.5,231.27
2871224,Powerful Flooring Silver #228,CSF ,529.5,231.27
2871227,Elegant Flooring White #841,CSF ,529.5,231.27
2871228,Stylish Flooring Lime #324,CSF ,529.5,231.27
2871305,Delicious Flooring Cyan #852,CSF ,239.9,163.2
2871311,High-Quality Flooring Purple #401,CSF ,449.6,196.37
2871317,Delicious Flooring Brown #784,CSF ,449.6,196.37
2871400,Long-Lasting Flooring Magenta #754,CSF ,399.9,159.25
2871401,Eco-Friendly Flooring Green #440,CSF ,399.9,167.62
2871402,Elegant Flooring Orange #538,CSF ,399.9,167.62
2871403,Innovative Flooring Green #46,CSF ,399.9,159.25
2871404,Comfortable Flooring Maroon #469,CSF ,399.9,159.25
2871406,Luxurious Flooring Pink #451,CSF ,309.9,167.62
2871408,Useful Flooring Navy #413,CSF ,309.9,167.62
2871411,Powerful Flooring Brown #687,CSF ,309.9,167.62
2871412,Eco-Friendly Flooring Black #909,CSF ,309.9,159.25
2871413,Stylish Flooring Gray #141,CSF ,309.9,159.25
